,index,zip_code,category1,category2,category3,category4,category5,all,list_cat,cat_list
1668,1844,97202,cajun coffee bars breakfast_brunch comfortfood delis divebars mexican desserts sushi wine_bars foodtrucks lounges thai diners bakeries pubs pizza japanese beerbar tradamerican beer_and_wine italian cocktailbars newamerican ethiopian sandwiches chinese creperies indpak gelato coffeeroasteries vegan burgers icecream meats breweries donuts vietnamese bbq taiwanese tea gluten_free,foodtrucks juicebars breweries ? tradamerican gourmet vegan bars fooddeliveryservices japanese venues hawaiian breakfast_brunch coffee desserts sushi burgers divebars pubs modern_european belgian salad diners ramen vegetarian beerbar italian tapasmallplates newamerican waffles sandwiches delis pizza latin gluten_free sportsbars icecream kombucha vietnamese southern,? beergardens cocktailbars german sandwiches icecream soup musicvenues breakfast_brunch vegetarian tradamerican cafes beerbar breweries french desserts izakaya gluten_free pizza bars bakeries vegan cupcakes raw_food seafood burgers thai panasian,?,?,cajun coffee bars breakfast_brunch comfortfood delis divebars mexican desserts sushi wine_bars foodtrucks lounges thai diners bakeries pubs pizza japanese beerbar tradamerican beer_and_wine italian cocktailbars newamerican ethiopian sandwiches chinese creperies indpak gelato coffeeroasteries vegan burgers icecream meats breweries donuts vietnamese bbq taiwanese tea gluten_free foodtrucks juicebars breweries ? tradamerican gourmet vegan bars fooddeliveryservices japanese venues hawaiian breakfast_brunch coffee desserts sushi burgers divebars pubs modern_european belgian salad diners ramen vegetarian beerbar italian tapasmallplates newamerican waffles sandwiches delis pizza latin gluten_free sportsbars icecream kombucha vietnamese southern ? beergardens cocktailbars german sandwiches icecream soup musicvenues breakfast_brunch vegetarian tradamerican cafes beerbar breweries french desserts izakaya gluten_free pizza bars bakeries vegan cupcakes raw_food seafood burgers thai panasian ? ?,"['?' 'bakeries' 'bars' 'bbq' 'beer_and_wine' 'beerbar' 'beergardens'
 'belgian' 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'cajun'
 'chinese' 'cocktailbars' 'coffee' 'coffeeroasteries' 'comfortfood'
 'creperies' 'cupcakes' 'delis' 'desserts' 'diners' 'divebars' 'donuts'
 'ethiopian' 'fooddeliveryservices' 'foodtrucks' 'french' 'gelato'
 'german' 'gluten_free' 'gourmet' 'hawaiian' 'icecream' 'indpak' 'italian'
 'izakaya' 'japanese' 'juicebars' 'kombucha' 'latin' 'lounges' 'meats'
 'mexican' 'modern_european' 'musicvenues' 'newamerican' 'panasian'
 'pizza' 'pubs' 'ramen' 'raw_food' 'salad' 'sandwiches' 'seafood' 'soup'
 'southern' 'sportsbars' 'sushi' 'taiwanese' 'tapasmallplates' 'tea'
 'thai' 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese'
 'waffles' 'wine_bars']","['?' 'bakeries' 'bars' 'bbq' 'beer_and_wine' 'beerbar' 'beergardens'
 'belgian' 'breakfast_brunch' 'breweries' 'burgers' 'cafes' 'cajun'
 'chinese' 'cocktailbars' 'coffee' 'coffeeroasteries' 'comfortfood'
 'creperies' 'cupcakes' 'delis' 'desserts' 'diners' 'divebars' 'donuts'
 'ethiopian' 'fooddeliveryservices' 'foodtrucks' 'french' 'gelato'
 'german' 'gluten_free' 'gourmet' 'hawaiian' 'icecream' 'indpak' 'italian'
 'izakaya' 'japanese' 'juicebars' 'kombucha' 'latin' 'lounges' 'meats'
 'mexican' 'modern_european' 'musicvenues' 'newamerican' 'panasian'
 'pizza' 'pubs' 'ramen' 'raw_food' 'salad' 'sandwiches' 'seafood' 'soup'
 'southern' 'sportsbars' 'sushi' 'taiwanese' 'tapasmallplates' 'tea'
 'thai' 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese'
 'waffles' 'wine_bars']"
1669,1845,97203,tradamerican asianfusion foodtrucks breakfast_brunch bagels beerbar coffee thai hawaiian pubs foodstands mexican delis caribbean seafood falafel gelato sushi bbq italian,breakfast_brunch newamerican mexican desserts ? bagels chinese bbq breweries fishnchips sandwiches foodstands coffeeroasteries bakeries mideastern coffee noodles foodtrucks chicken_wings tradamerican,? soulfood whiskeybars cafes tradamerican mongolian salad sandwiches coffee hotdog breakfast_brunch vegetarian icecream japanese grocery,?,?,tradamerican asianfusion foodtrucks breakfast_brunch bagels beerbar coffee thai hawaiian pubs foodstands mexican delis caribbean seafood falafel gelato sushi bbq italian breakfast_brunch newamerican mexican desserts ? bagels chinese bbq breweries fishnchips sandwiches foodstands coffeeroasteries bakeries mideastern coffee noodles foodtrucks chicken_wings tradamerican ? soulfood whiskeybars cafes tradamerican mongolian salad sandwiches coffee hotdog breakfast_brunch vegetarian icecream japanese grocery ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bbq' 'beerbar' 'breakfast_brunch'
 'breweries' 'cafes' 'caribbean' 'chicken_wings' 'chinese' 'coffee'
 'coffeeroasteries' 'delis' 'desserts' 'falafel' 'fishnchips' 'foodstands'
 'foodtrucks' 'gelato' 'grocery' 'hawaiian' 'hotdog' 'icecream' 'italian'
 'japanese' 'mexican' 'mideastern' 'mongolian' 'newamerican' 'noodles'
 'pubs' 'salad' 'sandwiches' 'seafood' 'soulfood' 'sushi' 'thai'
 'tradamerican' 'vegetarian' 'whiskeybars']","['?' 'asianfusion' 'bagels' 'bakeries' 'bbq' 'beerbar' 'breakfast_brunch'
 'breweries' 'cafes' 'caribbean' 'chicken_wings' 'chinese' 'coffee'
 'coffeeroasteries' 'delis' 'desserts' 'falafel' 'fishnchips' 'foodstands'
 'foodtrucks' 'gelato' 'grocery' 'hawaiian' 'hotdog' 'icecream' 'italian'
 'japanese' 'mexican' 'mideastern' 'mongolian' 'newamerican' 'noodles'
 'pubs' 'salad' 'sandwiches' 'seafood' 'soulfood' 'sushi' 'thai'
 'tradamerican' 'vegetarian' 'whiskeybars']"
1670,1846,97204,foodtrucks italian noodles coffee burgers lebanese poke thai pizza newamerican irish wine_bars donuts foodstands tapasmallplates sushi mexican tradamerican pubs divebars vegan mideastern moroccan ramen icecream brazilian asianfusion breakfast_brunch british lounges japacurry steak argentine vietnamese french,mediterranean ? chinese colombian bars hawaiian seafood italian lounges irish_pubs hotdogs beer_and_wine vegetarian coffee brewpubs dimsum spanish gastropubs foodstands egyptian irish tradamerican desserts gluten_free gourmet chicken_wings noodles steak beerbar breakfast_brunch diners bakeries tapas tapasmallplates cocktailbars coffeeroasteries,? foodstands salad cigarbars winetastingroom bars cocktailbars eatertainment falafel irish_pubs newamerican breakfast_brunch lebanese pubs chinese steak,?,?,foodtrucks italian noodles coffee burgers lebanese poke thai pizza newamerican irish wine_bars donuts foodstands tapasmallplates sushi mexican tradamerican pubs divebars vegan mideastern moroccan ramen icecream brazilian asianfusion breakfast_brunch british lounges japacurry steak argentine vietnamese french mediterranean ? chinese colombian bars hawaiian seafood italian lounges irish_pubs hotdogs beer_and_wine vegetarian coffee brewpubs dimsum spanish gastropubs foodstands egyptian irish tradamerican desserts gluten_free gourmet chicken_wings noodles steak beerbar breakfast_brunch diners bakeries tapas tapasmallplates cocktailbars coffeeroasteries ? foodstands salad cigarbars winetastingroom bars cocktailbars eatertainment falafel irish_pubs newamerican breakfast_brunch lebanese pubs chinese steak ? ?,"['?' 'argentine' 'asianfusion' 'bakeries' 'bars' 'beer_and_wine' 'beerbar'
 'brazilian' 'breakfast_brunch' 'brewpubs' 'british' 'burgers'
 'chicken_wings' 'chinese' 'cigarbars' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'colombian' 'desserts' 'dimsum' 'diners' 'divebars'
 'donuts' 'eatertainment' 'egyptian' 'falafel' 'foodstands' 'foodtrucks'
 'french' 'gastropubs' 'gluten_free' 'gourmet' 'hawaiian' 'hotdogs'
 'icecream' 'irish' 'irish_pubs' 'italian' 'japacurry' 'lebanese'
 'lounges' 'mediterranean' 'mexican' 'mideastern' 'moroccan' 'newamerican'
 'noodles' 'pizza' 'poke' 'pubs' 'ramen' 'salad' 'seafood' 'spanish'
 'steak' 'sushi' 'tapas' 'tapasmallplates' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'vietnamese' 'wine_bars' 'winetastingroom']","['?' 'argentine' 'asianfusion' 'bakeries' 'bars' 'beer_and_wine' 'beerbar'
 'brazilian' 'breakfast_brunch' 'brewpubs' 'british' 'burgers'
 'chicken_wings' 'chinese' 'cigarbars' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'colombian' 'desserts' 'dimsum' 'diners' 'divebars'
 'donuts' 'eatertainment' 'egyptian' 'falafel' 'foodstands' 'foodtrucks'
 'french' 'gastropubs' 'gluten_free' 'gourmet' 'hawaiian' 'hotdogs'
 'icecream' 'irish' 'irish_pubs' 'italian' 'japacurry' 'lebanese'
 'lounges' 'mediterranean' 'mexican' 'mideastern' 'moroccan' 'newamerican'
 'noodles' 'pizza' 'poke' 'pubs' 'ramen' 'salad' 'seafood' 'spanish'
 'steak' 'sushi' 'tapas' 'tapasmallplates' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'vietnamese' 'wine_bars' 'winetastingroom']"
1671,1847,97205,moroccan german cocktailbars steak coffee thai candy egyptian sushi pizza indpak breakfast_brunch french newamerican coffeeroasteries bars foodstands mexican delis movietheaters italian lounges vietnamese cafes seafood icecream mediterranean burgers bakeries asianfusion lebanese donuts sandwiches beerbar,foodstands tapasmallplates seafood ? sushi chocolate halal newamerican gluten_free foodtrucks diners breakfast_brunch sandwiches divebars bagels bars tradamerican japanese comfortfood coffee desserts venues whiskeybars modern_european mediterranean,? venues tradamerican ramen cafes foodstands whiskeybars izakaya bakeries vegan newamerican juicebars sandwiches cocktailbars foodtrucks vegetarian cupcakes steak breakfast_brunch,?,?,moroccan german cocktailbars steak coffee thai candy egyptian sushi pizza indpak breakfast_brunch french newamerican coffeeroasteries bars foodstands mexican delis movietheaters italian lounges vietnamese cafes seafood icecream mediterranean burgers bakeries asianfusion lebanese donuts sandwiches beerbar foodstands tapasmallplates seafood ? sushi chocolate halal newamerican gluten_free foodtrucks diners breakfast_brunch sandwiches divebars bagels bars tradamerican japanese comfortfood coffee desserts venues whiskeybars modern_european mediterranean ? venues tradamerican ramen cafes foodstands whiskeybars izakaya bakeries vegan newamerican juicebars sandwiches cocktailbars foodtrucks vegetarian cupcakes steak breakfast_brunch ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'beerbar' 'breakfast_brunch'
 'burgers' 'cafes' 'candy' 'chocolate' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'comfortfood' 'cupcakes' 'delis' 'desserts' 'diners'
 'divebars' 'donuts' 'egyptian' 'foodstands' 'foodtrucks' 'french'
 'german' 'gluten_free' 'halal' 'icecream' 'indpak' 'italian' 'izakaya'
 'japanese' 'juicebars' 'lebanese' 'lounges' 'mediterranean' 'mexican'
 'modern_european' 'moroccan' 'movietheaters' 'newamerican' 'pizza'
 'ramen' 'sandwiches' 'seafood' 'steak' 'sushi' 'tapasmallplates' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese' 'whiskeybars']","['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'beerbar' 'breakfast_brunch'
 'burgers' 'cafes' 'candy' 'chocolate' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'comfortfood' 'cupcakes' 'delis' 'desserts' 'diners'
 'divebars' 'donuts' 'egyptian' 'foodstands' 'foodtrucks' 'french'
 'german' 'gluten_free' 'halal' 'icecream' 'indpak' 'italian' 'izakaya'
 'japanese' 'juicebars' 'lebanese' 'lounges' 'mediterranean' 'mexican'
 'modern_european' 'moroccan' 'movietheaters' 'newamerican' 'pizza'
 'ramen' 'sandwiches' 'seafood' 'steak' 'sushi' 'tapasmallplates' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese' 'whiskeybars']"
1672,1848,97206,foodtrucks pizza french southern thai filipino vietnamese tradamerican bbq bars foodstands coffee sushi italian cafes breakfast_brunch icecream mediterranean bakeries mexican ethiopian asianfusion korean newamerican chinese wine_bars burgers sandwiches lounges coffeeroasteries japanese vegan,breakfast_brunch venezuelan ? mexican vegan pubs asianfusion sandwiches tradamerican fishnchips bagels japanese foodtrucks coffee cocktailbars cafes macarons vegetarian desserts cakeshop latin thai noodles seafood beerbar sushi,waffles gluten_free ? bars beerbar tradamerican cocktailbars catering bbq juicebars mideastern delis soup salad customcakes noodles sandwiches bagels newamerican steak persian burgers,?,?,foodtrucks pizza french southern thai filipino vietnamese tradamerican bbq bars foodstands coffee sushi italian cafes breakfast_brunch icecream mediterranean bakeries mexican ethiopian asianfusion korean newamerican chinese wine_bars burgers sandwiches lounges coffeeroasteries japanese vegan breakfast_brunch venezuelan ? mexican vegan pubs asianfusion sandwiches tradamerican fishnchips bagels japanese foodtrucks coffee cocktailbars cafes macarons vegetarian desserts cakeshop latin thai noodles seafood beerbar sushi waffles gluten_free ? bars beerbar tradamerican cocktailbars catering bbq juicebars mideastern delis soup salad customcakes noodles sandwiches bagels newamerican steak persian burgers ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'breakfast_brunch' 'burgers' 'cafes' 'cakeshop' 'catering' 'chinese'
 'cocktailbars' 'coffee' 'coffeeroasteries' 'customcakes' 'delis'
 'desserts' 'ethiopian' 'filipino' 'fishnchips' 'foodstands' 'foodtrucks'
 'french' 'gluten_free' 'icecream' 'italian' 'japanese' 'juicebars'
 'korean' 'latin' 'lounges' 'macarons' 'mediterranean' 'mexican'
 'mideastern' 'newamerican' 'noodles' 'persian' 'pizza' 'pubs' 'salad'
 'sandwiches' 'seafood' 'soup' 'southern' 'steak' 'sushi' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'venezuelan' 'vietnamese' 'waffles'
 'wine_bars']","['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'breakfast_brunch' 'burgers' 'cafes' 'cakeshop' 'catering' 'chinese'
 'cocktailbars' 'coffee' 'coffeeroasteries' 'customcakes' 'delis'
 'desserts' 'ethiopian' 'filipino' 'fishnchips' 'foodstands' 'foodtrucks'
 'french' 'gluten_free' 'icecream' 'italian' 'japanese' 'juicebars'
 'korean' 'latin' 'lounges' 'macarons' 'mediterranean' 'mexican'
 'mideastern' 'newamerican' 'noodles' 'persian' 'pizza' 'pubs' 'salad'
 'sandwiches' 'seafood' 'soup' 'southern' 'steak' 'sushi' 'thai'
 'tradamerican' 'vegan' 'vegetarian' 'venezuelan' 'vietnamese' 'waffles'
 'wine_bars']"
1673,1849,97209,bbq sushi mexican chinese bars bakeries coffee vietnamese vegan lounges french pizza newamerican icecream tradamerican breakfast_brunch italian pubs sportsbars divebars juicebars moroccan coffeeroasteries burgers tapasmallplates mediterranean wine_bars brewpubs vegetarian,cantonese ? gluten_free tea newamerican coffee cocktailbars raw_food vegan lounges italian venues breakfast_brunch cafes wine_bars tradamerican creperies breweries asianfusion pizza pastashops sandwiches acaibowls sportsbars desserts bars thai japanese delis tapas arcades juicebars,noodles ? vegetarian chicken_wings tapasmallplates sandwiches italian breakfast_brunch venues wine_bars cideries cocktailbars gelato bars tradamerican gluten_free seafood cafes gastropubs vegan african pizza mediterranean macarons peruvian coffee delis,?,?,bbq sushi mexican chinese bars bakeries coffee vietnamese vegan lounges french pizza newamerican icecream tradamerican breakfast_brunch italian pubs sportsbars divebars juicebars moroccan coffeeroasteries burgers tapasmallplates mediterranean wine_bars brewpubs vegetarian cantonese ? gluten_free tea newamerican coffee cocktailbars raw_food vegan lounges italian venues breakfast_brunch cafes wine_bars tradamerican creperies breweries asianfusion pizza pastashops sandwiches acaibowls sportsbars desserts bars thai japanese delis tapas arcades juicebars noodles ? vegetarian chicken_wings tapasmallplates sandwiches italian breakfast_brunch venues wine_bars cideries cocktailbars gelato bars tradamerican gluten_free seafood cafes gastropubs vegan african pizza mediterranean macarons peruvian coffee delis ? ?,"['?' 'acaibowls' 'african' 'arcades' 'asianfusion' 'bakeries' 'bars' 'bbq'
 'breakfast_brunch' 'breweries' 'brewpubs' 'burgers' 'cafes' 'cantonese'
 'chicken_wings' 'chinese' 'cideries' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'creperies' 'delis' 'desserts' 'divebars' 'french'
 'gastropubs' 'gelato' 'gluten_free' 'icecream' 'italian' 'japanese'
 'juicebars' 'lounges' 'macarons' 'mediterranean' 'mexican' 'moroccan'
 'newamerican' 'noodles' 'pastashops' 'peruvian' 'pizza' 'pubs' 'raw_food'
 'sandwiches' 'seafood' 'sportsbars' 'sushi' 'tapas' 'tapasmallplates'
 'tea' 'thai' 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese'
 'wine_bars']","['?' 'acaibowls' 'african' 'arcades' 'asianfusion' 'bakeries' 'bars' 'bbq'
 'breakfast_brunch' 'breweries' 'brewpubs' 'burgers' 'cafes' 'cantonese'
 'chicken_wings' 'chinese' 'cideries' 'cocktailbars' 'coffee'
 'coffeeroasteries' 'creperies' 'delis' 'desserts' 'divebars' 'french'
 'gastropubs' 'gelato' 'gluten_free' 'icecream' 'italian' 'japanese'
 'juicebars' 'lounges' 'macarons' 'mediterranean' 'mexican' 'moroccan'
 'newamerican' 'noodles' 'pastashops' 'peruvian' 'pizza' 'pubs' 'raw_food'
 'sandwiches' 'seafood' 'sportsbars' 'sushi' 'tapas' 'tapasmallplates'
 'tea' 'thai' 'tradamerican' 'vegan' 'vegetarian' 'venues' 'vietnamese'
 'wine_bars']"
1674,1850,97210,coffee sushi lounges wine_bars pizza cocktailbars italian chocolate tapas bakeries korean vietnamese tradamerican indpak newamerican thai mexican soup icecream,waterdelivery poke cocktailbars newamerican ? desserts spanish coffee soup wine_bars diners italian noodles bubbletea tradamerican japanese,? japanese tapas coffee salad sandwiches gluten_free french breakfast_brunch desserts kombucha pizza cocktailbars asianfusion,?,?,coffee sushi lounges wine_bars pizza cocktailbars italian chocolate tapas bakeries korean vietnamese tradamerican indpak newamerican thai mexican soup icecream waterdelivery poke cocktailbars newamerican ? desserts spanish coffee soup wine_bars diners italian noodles bubbletea tradamerican japanese ? japanese tapas coffee salad sandwiches gluten_free french breakfast_brunch desserts kombucha pizza cocktailbars asianfusion ? ?,"['?' 'asianfusion' 'bakeries' 'breakfast_brunch' 'bubbletea' 'chocolate'
 'cocktailbars' 'coffee' 'desserts' 'diners' 'french' 'gluten_free'
 'icecream' 'indpak' 'italian' 'japanese' 'kombucha' 'korean' 'lounges'
 'mexican' 'newamerican' 'noodles' 'pizza' 'poke' 'salad' 'sandwiches'
 'soup' 'spanish' 'sushi' 'tapas' 'thai' 'tradamerican' 'vietnamese'
 'waterdelivery' 'wine_bars']","['?' 'asianfusion' 'bakeries' 'breakfast_brunch' 'bubbletea' 'chocolate'
 'cocktailbars' 'coffee' 'desserts' 'diners' 'french' 'gluten_free'
 'icecream' 'indpak' 'italian' 'japanese' 'kombucha' 'korean' 'lounges'
 'mexican' 'newamerican' 'noodles' 'pizza' 'poke' 'salad' 'sandwiches'
 'soup' 'spanish' 'sushi' 'tapas' 'thai' 'tradamerican' 'vietnamese'
 'waterdelivery' 'wine_bars']"
1675,1851,97211,french foodtrucks turkish newamerican mexican wine_bars thai gastropubs coffee coffeeroasteries mediterranean italian cocktailbars tradamerican lounges pizza breakfast_brunch asianfusion mideastern tapas waffles tapasmallplates sandwiches donuts vegetarian southern icecream bakeries modern_european hotels bbq vegan indpak seafood,foodtrucks mediterranean german lounges ? tex-mex vietnamese pubs bubbletea lebanese cocktailbars asianfusion breakfast_brunch vegan burgers newamerican tapasmallplates tradamerican juicebars desserts pastashops halal spanish mexican tacos breweries foodstands coffee french cafes movietheaters,? armenian foodtrucks bars chicken_wings newamerican juicebars syrian pubs cocktailbars salad acaibowls sandwiches japanese pizza breakfast_brunch basque kombucha icecream gluten_free burgers fondue steak,?,?,french foodtrucks turkish newamerican mexican wine_bars thai gastropubs coffee coffeeroasteries mediterranean italian cocktailbars tradamerican lounges pizza breakfast_brunch asianfusion mideastern tapas waffles tapasmallplates sandwiches donuts vegetarian southern icecream bakeries modern_european hotels bbq vegan indpak seafood foodtrucks mediterranean german lounges ? tex-mex vietnamese pubs bubbletea lebanese cocktailbars asianfusion breakfast_brunch vegan burgers newamerican tapasmallplates tradamerican juicebars desserts pastashops halal spanish mexican tacos breweries foodstands coffee french cafes movietheaters ? armenian foodtrucks bars chicken_wings newamerican juicebars syrian pubs cocktailbars salad acaibowls sandwiches japanese pizza breakfast_brunch basque kombucha icecream gluten_free burgers fondue steak ? ?,"['?' 'acaibowls' 'armenian' 'asianfusion' 'bakeries' 'bars' 'basque' 'bbq'
 'breakfast_brunch' 'breweries' 'bubbletea' 'burgers' 'cafes'
 'chicken_wings' 'cocktailbars' 'coffee' 'coffeeroasteries' 'desserts'
 'donuts' 'fondue' 'foodstands' 'foodtrucks' 'french' 'gastropubs'
 'german' 'gluten_free' 'halal' 'hotels' 'icecream' 'indpak' 'italian'
 'japanese' 'juicebars' 'kombucha' 'lebanese' 'lounges' 'mediterranean'
 'mexican' 'mideastern' 'modern_european' 'movietheaters' 'newamerican'
 'pastashops' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'southern'
 'spanish' 'steak' 'syrian' 'tacos' 'tapas' 'tapasmallplates' 'tex-mex'
 'thai' 'tradamerican' 'turkish' 'vegan' 'vegetarian' 'vietnamese'
 'waffles' 'wine_bars']","['?' 'acaibowls' 'armenian' 'asianfusion' 'bakeries' 'bars' 'basque' 'bbq'
 'breakfast_brunch' 'breweries' 'bubbletea' 'burgers' 'cafes'
 'chicken_wings' 'cocktailbars' 'coffee' 'coffeeroasteries' 'desserts'
 'donuts' 'fondue' 'foodstands' 'foodtrucks' 'french' 'gastropubs'
 'german' 'gluten_free' 'halal' 'hotels' 'icecream' 'indpak' 'italian'
 'japanese' 'juicebars' 'kombucha' 'lebanese' 'lounges' 'mediterranean'
 'mexican' 'mideastern' 'modern_european' 'movietheaters' 'newamerican'
 'pastashops' 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'southern'
 'spanish' 'steak' 'syrian' 'tacos' 'tapas' 'tapasmallplates' 'tex-mex'
 'thai' 'tradamerican' 'turkish' 'vegan' 'vegetarian' 'vietnamese'
 'waffles' 'wine_bars']"
1676,1852,97212,italian coffeeroasteries sushi african breakfast_brunch newamerican lounges cocktailbars sandwiches bbq mexican french mideastern cajun tapas vegan steak,? breakfast_brunch tradamerican asianfusion venues pubs southern cocktailbars falafel spanish raw_food wine_bars,? beer_and_wine cocktailbars recording_studios pizza bars seafood sandwiches vegetarian,?,?,italian coffeeroasteries sushi african breakfast_brunch newamerican lounges cocktailbars sandwiches bbq mexican french mideastern cajun tapas vegan steak ? breakfast_brunch tradamerican asianfusion venues pubs southern cocktailbars falafel spanish raw_food wine_bars ? beer_and_wine cocktailbars recording_studios pizza bars seafood sandwiches vegetarian ? ?,"['?' 'african' 'asianfusion' 'bars' 'bbq' 'beer_and_wine'
 'breakfast_brunch' 'cajun' 'cocktailbars' 'coffeeroasteries' 'falafel'
 'french' 'italian' 'lounges' 'mexican' 'mideastern' 'newamerican' 'pizza'
 'pubs' 'raw_food' 'recording_studios' 'sandwiches' 'seafood' 'southern'
 'spanish' 'steak' 'sushi' 'tapas' 'tradamerican' 'vegan' 'vegetarian'
 'venues' 'wine_bars']","['?' 'african' 'asianfusion' 'bars' 'bbq' 'beer_and_wine'
 'breakfast_brunch' 'cajun' 'cocktailbars' 'coffeeroasteries' 'falafel'
 'french' 'italian' 'lounges' 'mexican' 'mideastern' 'newamerican' 'pizza'
 'pubs' 'raw_food' 'recording_studios' 'sandwiches' 'seafood' 'southern'
 'spanish' 'steak' 'sushi' 'tapas' 'tradamerican' 'vegan' 'vegetarian'
 'venues' 'wine_bars']"
1677,1853,97213,venezuelan korean steak coffee sushi juicebars tradamerican delis foodtrucks vietnamese hawaiian breakfast_brunch pizza bakeries pubs lounges sportsbars cocktailbars bars sandwiches japanese burgers seafood thai chinese bbq mexican,foodtrucks ? juicebars breakfast_brunch brewpubs sandwiches vietnamese noodles cafes indpak coffee italian tradamerican gluten_free pizza bbq newamerican burgers bars cambodian venues vegetarian cocktailbars chicken_wings ramen british donuts,? vegan acaibowls burgers pubs himalayan sandwiches vegetarian bubbletea karaoke vietnamese hotdogs tradamerican waffles chinese wine_bars pizza musicvenues,?,?,venezuelan korean steak coffee sushi juicebars tradamerican delis foodtrucks vietnamese hawaiian breakfast_brunch pizza bakeries pubs lounges sportsbars cocktailbars bars sandwiches japanese burgers seafood thai chinese bbq mexican foodtrucks ? juicebars breakfast_brunch brewpubs sandwiches vietnamese noodles cafes indpak coffee italian tradamerican gluten_free pizza bbq newamerican burgers bars cambodian venues vegetarian cocktailbars chicken_wings ramen british donuts ? vegan acaibowls burgers pubs himalayan sandwiches vegetarian bubbletea karaoke vietnamese hotdogs tradamerican waffles chinese wine_bars pizza musicvenues ? ?,"['?' 'acaibowls' 'bakeries' 'bars' 'bbq' 'breakfast_brunch' 'brewpubs'
 'british' 'bubbletea' 'burgers' 'cafes' 'cambodian' 'chicken_wings'
 'chinese' 'cocktailbars' 'coffee' 'delis' 'donuts' 'foodtrucks'
 'gluten_free' 'hawaiian' 'himalayan' 'hotdogs' 'indpak' 'italian'
 'japanese' 'juicebars' 'karaoke' 'korean' 'lounges' 'mexican'
 'musicvenues' 'newamerican' 'noodles' 'pizza' 'pubs' 'ramen' 'sandwiches'
 'seafood' 'sportsbars' 'steak' 'sushi' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venezuelan' 'venues' 'vietnamese' 'waffles' 'wine_bars']","['?' 'acaibowls' 'bakeries' 'bars' 'bbq' 'breakfast_brunch' 'brewpubs'
 'british' 'bubbletea' 'burgers' 'cafes' 'cambodian' 'chicken_wings'
 'chinese' 'cocktailbars' 'coffee' 'delis' 'donuts' 'foodtrucks'
 'gluten_free' 'hawaiian' 'himalayan' 'hotdogs' 'indpak' 'italian'
 'japanese' 'juicebars' 'karaoke' 'korean' 'lounges' 'mexican'
 'musicvenues' 'newamerican' 'noodles' 'pizza' 'pubs' 'ramen' 'sandwiches'
 'seafood' 'sportsbars' 'steak' 'sushi' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venezuelan' 'venues' 'vietnamese' 'waffles' 'wine_bars']"
